0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 11124.2 268.403 1031.51 1820.63 929.469 7074.24
200 10846.4 335.251 1965.44 0 948.939 7596.72
300 8640.15 0 0 0 959.655 7680.5
400 11406.1 500.766 3032.22 0 908.811 6964.29
500 10116.6 1.0099 1983.87 0 933.02 7198.72
600 12093.5 745.371 3467.39 0 903.596 6977.16
700 8802.44 0 0 0 977.94 7824.49
800 11921.1 257.089 3260.2 0 932.757 7471.1
900 7591.52 3.41061e-13 0 0 939.288 6652.23
1000 7553.06 2.27374e-13 0 0 937.606 6615.46
1100 8334.26 2.27374e-13 0 0 950.563 7383.7
1200 11599.4 1085.34 1850.34 1820.63 884.385 5958.75
1300 8687.44 337.033 1861.51 0 872.183 5616.71
1400 7534.65 234.413 0 0 928.309 6371.93
1500 11398.1 2.27374e-13 3920.78 0 932.743 6544.55
1600 10515.2 2.27374e-13 1991.52 1820.63 880.372 5822.72
1700 7996.91 2.27374e-13 0 0 926.745 7070.17
1800 10658 2.27374e-13 2863.65 0 902.844 6891.55
1900 7746.22 2.27374e-13 0 0 931.551 6814.67
2000 10918.3 2.27374e-13 1439.44 1820.63 921.032 6737.22
2100 8565.61 2.27374e-13 0 0 951.205 7614.4
2200 13787.1 2.27374e-13 5654.3 0 901.491 7231.34
2300 8759.36 0 0 0 973.101 7786.26
2400 11560.3 1226.31 1955.41 0 929.864 7448.75
2500 11928.8 5.68434e-14 1972.38 1820.63 931.257 7204.53
2600 8170.74 5.68434e-14 0 0 932.888 7237.85
2700 10140.8 0 1952.65 0 934.904 7253.2
2800 13837.9 0 6061.49 0 886.589 6889.83
2900 8680.48 0 0 0 964.213 7716.26
3000 10452.8 -1.13687e-13 1956.16 0 943.353 7553.24
3100 9816.02 1804.88 0 0 949.172 7061.97
3200 7292.73 0 368.718 0 900.874 6023.13
3300 9228.49 635.403 0 0 972.088 7621
3400 8534.48 0 1999.96 0 859.483 5675.03
3500 8179.87 0 0 0 944.201 7235.66
3600 8235.3 37.5432 0 0 960.516 7237.24
3700 8386.79 89.6255 0 0 920.502 7376.66
3800 10343.7 -3.2685e-13 1993.61 0 926.593 7423.52
3900 10169.4 -3.41061e-13 1702.31 0 939.99 7527.13
4000 8614.18 139.948 0 0 940.802 7533.43
4100 11779.4 1559.05 1825.28 0 931.748 7463.3
4200 8521.68 86.0251 0 0 936.396 7499.26
4300 15523.8 733.488 6785.69 0 886.544 7118.1
4400 8223.43 47.0412 0 0 931.175 7245.22
4500 11896.7 403.067 3495.55 0 910.373 7087.71
4600 8219.88 0 0 0 936.218 7283.66
4700 7305.85 889.565 0 0 881.01 5535.27
4800 11983.6 889.565 5580.84 0 842.715 4670.46
4900 8341.32 -2.27374e-13 0 0 950.239 7391.08
5000 9566.14 -2.27374e-13 1318.44 0 937.019 7310.68
5100 8335.86 -2.27374e-13 0 0 945.723 7390.13
5200 17386.9 2214.26 5426.58 1820.63 915.143 7010.27
5300 17628.5 1840.76 5762.44 3641.26 861.387 5522.68
5400 7718.16 -1.13687e-13 0 0 943.967 6774.19
5500 8785.97 173.246 0 0 956.55 7656.17
5600 7785.77 -1.7053e-13 0 0 941.705 6844.06
5700 8207.61 -2.27374e-13 0 0 965.942 7241.67
5800 8550.68 -2.27374e-13 758.101 0 917.195 6875.39
5900 7673.29 -2.84217e-13 0 0 931.319 6741.97
