0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 12715.9 327.878 5999.89 0 877.548 5510.62
200 8327.04 0 0 0 948.756 7378.28
300 16731.4 97.0231 8874.81 0 878.581 6881.01
400 7632 8.52651e-14 0 0 909.225 6722.77
500 7898.66 355.418 0 0 918.295 6624.95
600 12472 1509.48 1383.53 1820.63 925.754 6832.62
700 13296.2 10.0422 3979.03 1820.63 887.224 6599.27
800 9806.05 4.03233e-13 1990.36 0 926.674 6889.02
900 8141.22 79.006 0 0 932.288 7129.93
1000 8277.97 79.006 0 0 948.218 7250.75
1100 10068.7 218.229 1980.78 0 918.662 6951.06
1200 10139.2 218.229 1988.59 0 926.059 7006.33
1300 12460 1894.2 1141.65 1820.63 931.88 6671.67
1400 12759.3 6.82121e-13 4408.57 0 926.664 7424.07
1500 9958.45 6.82121e-13 2394.44 0 913.443 6650.57
1600 8353.31 6.82121e-13 0 0 954.305 7399.01
1700 7579.46 6.82121e-13 0 0 924.738 6654.72
1800 11963.8 6.82121e-13 1985.34 1820.63 947.618 7210.24
1900 10269 6.25278e-13 1944.13 0 923.69 7401.16
2000 12304.8 6.82121e-13 3894.88 0 933.452 7476.48
2100 9609.99 315.811 2000 0 915.961 6378.22
2200 7131.51 649.533 0 0 863.475 5618.5
2300 15265 1547.36 5575.47 0 925.951 7216.23
2400 8503.43 6.82121e-13 2000 0 889 5614.43
2500 9020.89 6.82121e-13 1717.42 0 917.663 6385.81
2600 8065.63 4.54747e-13 83.4698 0 933.112 7049.05
2700 8746.12 4.54747e-13 0 0 971.612 7774.51
2800 10585.3 4.54747e-13 3783.6 0 880.689 5921.04
2900 7512.14 4.54747e-13 0 0 937.69 6574.45
3000 12174.6 4.54747e-13 3853.29 0 923.281 7398.02
3100 8572.98 4.54747e-13 0 0 952.042 7620.94
3200 8588.04 4.54747e-13 0 0 953.751 7634.29
3300 12375.4 5.68434e-13 3934.44 0 936.998 7503.92
3400 10448.1 92.6111 483.829 1820.63 933.139 7117.94
