0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 10297.4 390.548 1475.18 0 958.142 7473.55
200 8393.23 0 0 0 953.733 7439.5
300 14415.3 0 1999.99 5461.88 895.563 6057.83
400 8380.12 0 1828.37 0 882.842 5668.91
500 10955.4 0 1789.51 1820.63 918.258 6426.99
600 9486.23 0 1991.56 0 919.285 6575.39
700 8560.88 0 0 0 950.668 7610.21
800 11922.7 0 2000 1820.63 932.629 7169.48
900 9806.05 361.733 1971.65 0 908.138 6564.53
1000 10002.4 171.644 2337.81 0 922.183 6570.8
1100 14616.2 1580.55 5506.78 0 900.657 6628.22
1200 10991.3 2.19573 2984.82 0 908.924 7095.35
1300 11803.6 676.46 1450.66 1820.63 947.293 6908.52
1400 11710.3 221.896 3063.33 1820.63 883.815 5720.64
1500 9046.3 874.142 0 0 952.882 7219.27
1600 14878.5 2787.36 3786.52 1820.63 868.049 5615.96
1700 8248.08 -6.82121e-13 0 0 963.305 7284.77
1800 10187.3 -6.82121e-13 1974.64 0 935.548 7277.11
1900 13622.4 46.7456 7645.02 0 854.657 5076.01
2000 8278.03 -6.82121e-13 0 0 950.507 7327.52
2100 9817.19 -6.82121e-13 1379.28 0 936.654 7501.26
2200 14275.1 2000.89 670.091 3641.26 934.56 7028.27
2300 11584.8 -4.54747e-13 1976.6 1820.63 924.642 6862.96
2400 10432 2076.26 0 0 946.151 7409.59
2500 8220.69 -5.11591e-13 0 0 954.543 7266.15
2600 7559.4 -4.54747e-13 0 0 922.467 6636.93
2700 11969 59.2545 2000 1820.63 937.381 7151.76
2800 10641 -4.1922e-13 1999.89 0 959.763 7681.34
2900 10744.3 -4.26326e-13 3050.44 0 924.279 6769.6
3000 7756.56 -4.54747e-13 0 0 931.763 6824.8
3100 9484.99 1126.82 132.398 0 934.601 7291.18
3200 8798.09 198.191 0 0 955.097 7644.81
3300 9285.15 -4.54747e-13 1499.58 0 901.098 6884.48
3400 7773.64 1107.8 0 0 888.786 5777.06
3500 9373.14 -4.54747e-13 0 1820.63 931.08 6621.43
3600 11239.5 240.046 1996.14 1820.63 904.123 6278.56
3700 10828 906.078 1957.09 0 931.563 7033.31
3800 8362.92 -4.54747e-13 0 0 954.297 7408.62
3900 8217.16 -4.54747e-13 0 0 958.234 7258.92
4000 9336.39 -4.54747e-13 1628.86 0 932.33 6775.2
4100 8601.68 507.503 0 0 933.574 7160.6
4200 7743.06 -4.54747e-13 0 0 933.87 6809.19
4300 12073.4 2108.64 3053.15 0 877.761 6033.82
4400 8254.74 -9.09495e-13 0 0 958.719 7296.02
4500 8708.6 -1.02318e-12 0 0 967.386 7741.21
4600 8626.61 -1.13687e-12 0 0 958.123 7668.49
4700 8248.48 -1.13687e-12 0 0 936.516 7311.96
4800 8058.36 42.5926 0 0 944.354 7071.42
4900 13341 -1.13687e-12 5405.24 0 929.895 7005.85
5000 11057.7 631.578 1919.99 0 944.437 7561.67
5100 9706.18 -1.13687e-12 1999.75 0 936.842 6769.59
5200 8187.91 983.072 0 0 909.727 6295.12
5300 8667.05 -1.36424e-12 0 0 962.696 7704.35
5400 12183.6 1600.54 1133.59 1820.63 926.498 6702.34
5500 17656.6 487.219 7366.8 3641.26 843.089 5318.22
5600 8272.36 2148.55 0 0 870.558 5253.25
5700 7319.79 -1.59162e-12 0 0 916.71 6403.09
5800 7813.52 -1.59162e-12 0 0 950.798 6862.72
5900 6494.25 14.8335 0 0 882.726 5596.69
6000 8900.55 1573.52 0 0 923.028 6404
6100 11173.6 547.717 2000 1820.63 892.451 5912.81
6200 10244.8 1916.69 1962.02 0 873.881 5492.23
6300 14875.8 -2.38742e-12 4022.12 3641.26 893.902 6318.54
6400 11701.4 710.225 1569.95 1820.63 906.002 6694.59
6500 9234.38 -2.27374e-12 0 1820.63 910.32 6503.43
6600 7053.31 -2.27374e-12 0 0 900.245 6153.07
6700 10214.4 -2.27374e-12 1962.49 0 934.343 7317.57
6800 8267.9 -2.27374e-12 0 0 952.515 7315.39
6900 8285.59 -2.27374e-12 0 0 962.565 7323.03
7000 7824.33 -2.27374e-12 0 0 936.155 6888.17
7100 9472.71 -2.27374e-12 1698.25 0 928.119 6846.35
