0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 10677.1 712.164 1538.44 0 935.343 7491.11
200 8743.33 0 0 0 971.298 7772.04
300 9593.17 194.527 1577.15 0 928.431 6893.06
400 9366.17 682.313 0 1820.63 888.428 5974.8
500 8006.52 194.527 0 0 947.146 6864.84
600 7750.08 194.527 0 0 939.595 6615.96
700 10427 1717.77 50.0815 0 961.807 7697.37
800 12036.7 699.31 1994.88 1820.63 907.395 6614.53
900 9849.63 606.329 1919.63 0 892.881 6430.79
1000 12972.4 606.329 2294.91 3641.26 869.942 5559.92
1100 8790.89 606.329 1709.38 0 890.351 5584.84
1200 10086.2 606.329 774.87 1820.63 901.379 5983.03
1300 8442.81 613.654 210.529 0 920.006 6698.62
1400 9594.27 2.27374e-13 2028.38 0 913.657 6652.23
1500 11945.9 2.27374e-13 2264.3 1820.63 916.403 6944.55
1600 10362.8 468.7 1980.19 0 905.571 7008.32
1700 9848.01 2.27374e-13 1586.96 0 940.48 7320.57
1800 8192.37 2.27374e-13 0 0 957.487 7234.89
1900 10244.7 225.664 2372.32 0 893.52 6753.23
2000 8588.38 1.13687e-13 0 0 953.79 7634.59
2100 8255.58 1.13687e-13 0 0 954.425 7301.15
2200 8314.91 1.13687e-13 2000 0 874.667 5440.24
2300 7855.24 0 0 0 921.637 6933.6
2400 8204.65 0 0 0 950.175 7254.47
2500 11297.9 0 1225.72 1820.63 955.609 7295.92
2600 12730.6 0 4338.1 0 931.453 7461.02
2700 7474.83 0 0 0 899.5 6575.33
2800 9563.18 0 970.28 0 954.302 7638.59
2900 18676.8 1445.8 7715.6 1820.63 881.486 6813.28
3000 10391.9 1744.32 0 0 960.499 7687.12
3100 8951.78 0 458.317 0 942.996 7550.47
3200 8369.39 0 0 0 928.806 7440.58
3300 11405.9 1131.92 1935.83 0 925.214 7412.9
3400 9564.1 0 1039.71 0 946.52 7577.88
3500 11683.6 0 2000 1820.63 917.81 6945.14
