0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 8747.24 364.224 0 0 575.76 7807.25
200 9962.46 4670.33 0 0 424.9 4867.23
300 7082.1 2891.6 0 0 392.67 3797.83
400 7815.85 1689.09 0 0 492.796 5633.96
500 7339.19 4582.19 0 0 302.597 2454.41
600 7389.3 2893.1 0 0 409.802 4086.4
700 7389.3 2893.1 0 0 409.802 4086.4
800 7389.3 2893.1 0 0 409.802 4086.4
900 11685 3917.16 0 0 505.552 7262.26
1000 6686.74 2878.49 0 0 370.362 3437.89
1100 7197.82 2785.31 0 0 405.17 4007.34
1200 10572.9 5889.08 1986.54 0 298.396 2398.87
1300 8600 3.63798e-12 0 0 600 8000
1400 7004.89 2797.89 0 0 393.611 3813.4
1500 8698.63 2956.53 0 0 474.31 5267.79
1600 6358.26 3231.85 0 0 327.651 2798.76
1700 6552.8 2639.89 0 0 376.575 3536.33
1800 10513.8 2278.49 0 0 559.106 7676.2
1900 7090.74 1294.55 0 0 466.257 5329.93
2000 8187.31 3196.18 0 0 436.366 4554.76
2100 8187.31 3196.18 0 0 436.366 4554.76
2200 6956.94 2983.86 0 0 380.11 3592.97
2300 9601.28 2648.83 0 0 530.633 6421.81
2400 6259.16 2765.44 0 0 351.169 3142.55
2500 7171.5 2952.47 0 0 394.295 3824.73
2600 12525.9 6897.65 0 0 388.775 5239.45
2700 8274.67 2653.85 0 0 468.355 5152.46
2800 9967.9 1510.33 0 0 584.118 7873.45
2900 7692.62 2959.24 0 0 422.702 4310.67
3000 7893.77 3725.8 0 0 391.384 3776.59
3100 7785.27 2935.74 0 0 428.904 4420.63
3200 6694.42 3574.47 0 0 327.226 2792.72
3300 6692.26 986.544 0 0 458.344 5247.37
3400 6117.03 2632.31 0 0 350.607 3134.12
3500 11584.3 4898.69 912.258 0 419.318 5353.99
3600 12706.9 3487.07 1640.91 0 483.528 7095.35
3700 10969.3 2795.13 0 0 552.177 7621.99
3800 7797.38 3136.14 0 0 418.813 4242.43
3900 6491.38 2883.5 0 0 358.229 3249.65
4000 6165.59 2903.5 0 0 336.488 2925.6
4100 11292.2 1763.05 1956.66 0 482.782 7089.73
4200 8465.39 18.1391 0 0 582.963 7864.29
4300 6475.32 2847.45 0 0 359.454 3268.42
4400 8506.81 481.839 0 0 535.174 7489.8
4500 7741.83 1767.06 0 0 472.857 5501.91
4600 6139.37 2947.32 0 0 331.949 2860.1
