0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 6265.96 2936.76 0 0 340.792 2988.41
200 6228.04 2908.21 0 0 340.193 2979.63
300 6228.04 2908.21 0 0 340.193 2979.63
400 7406.85 2947.27 0 0 407.78 4051.79
500 6550.95 3804.82 0 0 301.836 2444.29
600 6778.5 3986.29 0 0 305.053 2487.16
700 8303.63 3895.9 0 0 404.904 4002.83
800 11043.3 2593.31 0 0 583.272 7866.74
900 8493.02 2226.69 0 0 499.361 5766.97
1000 5981.64 2855.15 0 0 327.657 2798.83
1100 5981.64 2855.15 0 0 327.657 2798.83
1200 8600 1.81899e-12 0 0 600 8000
1300 7287.95 2820.42 0 0 408.22 4059.31
1400 6679.99 760.302 0 0 482.918 5436.77
1500 6056.64 3637.07 0 0 278.243 2141.32
1600 6056.64 3637.07 0 0 278.243 2141.32
1700 9619.46 4691.02 769.721 1820.63 262.289 2075.8
1800 6056.64 3637.07 0 0 278.243 2141.32
1900 6056.64 3637.07 0 0 278.243 2141.32
2000 6056.64 3637.07 0 0 278.243 2141.32
2100 6056.64 3637.07 0 0 278.243 2141.32
2200 6056.64 3637.07 0 0 278.243 2141.32
2300 6056.64 3637.07 0 0 278.243 2141.32
2400 6056.64 3637.07 0 0 278.243 2141.32
2500 6114.44 3571.09 0 0 287.357 2255.99
2600 7863.66 2081.46 0 0 464.728 5317.47
2700 6787.8 3733.75 0 0 322.862 2731.19
2800 6787.8 3733.75 0 0 322.862 2731.19
2900 6939.81 3472.45 0 0 349.522 3117.83
3000 8082.19 3735.23 675.831 1820.63 193.278 1657.23
3100 5874.62 3712.9 0 0 258.502 1903.22
3200 6555.05 3713.32 0 0 308.482 2533.26
3300 6555.05 3713.32 0 0 308.482 2533.26
3400 5775.13 2010.28 0 0 367.761 3397.09
3500 6962.57 3691.59 0 0 337.06 2933.92
3600 9143.02 1865.91 0 1820.63 420.917 5035.56
3700 7555.85 2956.6 0 0 415.447 4183.81
3800 7464.17 2916.5 0 0 412.629 4135.04
3900 6235.53 2760.96 0 0 349.973 3124.59
4000 9672.18 1828.47 0 0 514.338 7329.38
4100 11928.7 5292.83 1608.83 1820.63 301.847 2904.55
4200 8839.72 2949.83 0 0 481.482 5408.41
4300 6830.09 3586.57 0 0 335.289 2908.23
4400 6830.09 3586.57 0 0 335.289 2908.23
4500 8600 1.59162e-12 0 0 600 8000
4600 6948.95 2820.48 0 0 389.12 3739.35
4700 6948.95 2820.48 0 0 389.12 3739.35
4800 8600 1.36424e-12 0 0 600 8000
4900 7246.56 3290.78 0 0 379.096 3576.68
5000 7813.49 1604.34 0 0 496.68 5712.47
5100 7065.38 3131.76 0 0 358.671 3574.94
5200 6508.4 2958.62 0 0 354.649 3195.13
5300 5868.15 2746.89 0 0 327.312 2793.94
5400 7670.62 2914.51 0 0 423.921 4332.18
5500 8422.72 2442.23 0 0 459.469 5521.02
5600 8319.95 90.324 0 0 558.464 7671.16
5700 7691.15 2873.89 0 0 427.188 4390.07
5800 8426.59 2693.44 0 0 473.872 5259.27
5900 5811.06 2779.25 0 0 321.379 2710.44
6000 6219.45 2794.73 0 0 346.846 3077.87
6100 6219.45 2794.73 0 0 346.846 3077.87
6200 6675.66 2955.62 0 0 365.06 3354.98
6300 6848.46 2664.53 0 0 392.295 3791.63
6400 6701.74 2897.38 0 0 370.129 3434.23
6500 6419.34 2658.64 0 0 367.511 3393.18
6600 7667.19 4036.85 0 0 359.605 3270.73
6700 6480.15 2616.96 0 0 373.634 3489.56
6800 8282.05 2829.79 0 0 459.973 4992.28
6900 7891.76 2914.76 0 0 435.627 4541.38
7000 7627.53 4408.36 0 0 333.712 2885.46
7100 7848.33 2958.12 0 0 431.059 4459.16
7200 6993.91 2786.24 0 0 393.649 3814.02
7300 10184 1934.17 0 0 560.745 7689.04
7400 5812.2 2775.04 0 0 321.736 2715.42
7500 8305.98 2870.28 0 0 459.143 4976.56
7600 8305.98 2870.28 0 0 459.143 4976.56
7700 7013.6 2819.72 0 0 392.863 3801.02
7800 10114 5559.37 0 0 390.604 4164.02
7900 7525.81 2887.66 0 0 417.562 4220.59
8000 9182.18 1026.78 0 0 550.046 7605.36
8100 9243.65 2962.52 0 0 500.053 5781.08
8200 11045.3 2916.5 0 0 547.022 7581.79
8300 6421.85 2903.52 0 0 352.7 3165.63
8400 6421.85 2903.52 0 0 352.7 3165.63
8500 8660.34 3557.29 0 1820.63 313.072 2969.35
8600 7281.35 2794.18 0 0 409.304 4077.86
8700 8052.78 2867.91 0 0 446.41 4738.46
8800 8052.78 2867.91 0 0 446.41 4738.46
8900 6368.29 3071.66 0 0 338.708 2957.92
9000 8600 -2.27374e-13 0 0 600 8000
9100 8274.2 195.752 0 0 541.283 7537.16
9200 6716.04 2822.63 0 0 375.423 3517.98
9300 8029.1 2821.27 0 0 447.588 4760.24
9400 8486.82 479.541 0 0 533.149 7474.13
9500 11265.5 3409.89 0 0 515.707 7339.87
9600 8486.82 479.541 0 0 533.149 7474.13
9700 6487.52 2875.51 0 0 358.482 3253.53
9800 6406.92 2810.13 0 0 357.548 3239.24
9900 5898.6 2880.07 0 0 320.491 2698.04
10000 6491.73 2890.67 0 0 357.81 3243.25
10100 6272.65 2853.9 0 0 346.47 3072.28
10200 5931.52 2742.59 0 0 331.746 2857.19
10300 8530.09 2870.17 0 0 470.282 5189.64
10400 6830.05 2918.99 0 0 376.465 3534.59
10500 9430.95 6629.63 0 0 279.386 2521.93
10600 6286.64 2813.24 0 0 349.9 3123.5
10700 6286.64 2813.24 0 0 349.9 3123.5
10800 8681.47 296.198 0 0 576.014 7809.26
10900 8727.96 2797.7 0 0 483.426 5446.84
11000 7324.81 2959.89 0 0 402.517 3962.4
11100 7316.93 2830.6 0 0 409.258 4077.07
11200 6174.26 2847.6 0 0 340.631 2986.04
11300 6174.26 2847.6 0 0 340.631 2986.04
11400 10918 7317.75 0 0 338.546 3261.72
11500 8831.79 2592.94 0 0 479.584 5759.26
11600 8600 3.41061e-13 0 0 600 8000
11700 8600 5.68434e-13 0 0 600 8000
11800 6585.33 2719.91 0 0 373.766 3491.65
11900 10647.4 3882.75 1234.81 1820.63 335.203 3373.97
12000 6271.86 2871.12 0 0 345.334 3055.4
12100 6271.86 2871.12 0 0 345.334 3055.4
12200 8063.38 2732.37 0 0 453.864 4877.15
12300 6692.95 2734.29 0 0 379.265 3579.4
12400 8600 9.09495e-13 0 0 600 8000
12500 11545.4 3743.69 1136.45 1820.63 401.173 4443.44
12600 8339.45 2964.85 0 0 456.068 4918.53
12700 6879.22 2889.25 0 0 381.098 3608.87
12800 6038.58 2809.61 0 0 334.348 2894.63
12900 6053.08 2624.8 0 0 347.07 3081.21
13000 8141.68 5195.37 1312.75 0 214.147 1419.41
13100 8377.87 2728.16 0 0 469.779 5179.94
13200 8062.29 2948.07 0 0 442.769 4671.45
13300 7605.57 3478.46 0 0 389.042 3738.06
13400 7079.47 2867.06 0 0 393.918 3818.49
13500 8756.07 2992.81 0 0 454.876 5308.38
13600 9770.17 2457.96 1916.89 0 405.272 4990.05
13700 7757.43 4812.98 0 0 292.079 2652.37
13800 9063.09 737.069 0 0 569.349 7756.67
13900 8812.12 2561.74 0 0 498.615 5751.77
14000 7577.59 2694.95 0 0 430.658 4451.98
14100 7577.59 2694.95 0 0 430.658 4451.98
14200 8611.55 571.824 0 0 536.862 7502.87
14300 8085.14 2238.37 0 0 453.072 5393.7
14400 8085.14 2238.37 0 0 453.072 5393.7
14500 7888.22 5031.21 0 0 309.533 2547.48
14600 7033.43 2965.63 0 0 385.622 3682.17
14700 6127.99 2947.61 0 0 331.188 2849.19
14800 6593.73 2959.64 0 0 359.834 3274.26
14900 7513.16 2845.24 0 0 419.174 4248.75
15000 6272.83 2791.3 0 0 350.408 3131.12
15100 8713.25 2929.32 0 0 476.349 5307.58
15200 8693.16 264.729 0 0 580.856 7847.58
15300 7857.01 3121.09 0 0 413.426 4322.5
15400 7104.91 2961.81 0 0 389.96 3753.14
15500 8988.57 3601.2 429.043 1820.63 296.184 2841.52
