0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 10527.2 5919.14 265.608 0 401.261 3941.21
200 8555.7 3269.04 0 0 439.118 4847.55
300 8430.32 2861.22 0 0 465.797 5103.31
400 8505.62 447.676 0 0 538.943 7519
500 12366.6 7834.55 1551.9 0 261.26 2718.92
600 7268.92 2967.17 0 0 398.974 3902.78
700 6959.76 3037.18 0 0 377.145 3545.44
800 6959.76 3037.18 0 0 377.145 3545.44
900 6256.8 2670.74 0 0 356.888 3229.18
1000 6256.8 2670.74 0 0 356.888 3229.18
1100 7929.69 2950.05 0 0 435.765 4543.88
1200 6864.9 2873.63 0 0 381.174 3610.1
1300 7420.3 2972.51 0 0 381.343 4066.44
1400 7420.3 2972.51 0 0 381.343 4066.44
1500 10226.8 2256.97 0 0 528.854 7440.96
1600 7287.07 3069.92 0 0 371.824 3845.33
1700 7389.35 2936.84 0 0 407.39 4045.13
1800 7389.35 2936.84 0 0 407.39 4045.13
1900 6693.1 2919.12 0 0 368.309 3405.66
2000 7005.01 2855.7 0 0 390.316 3758.99
2100 6637.07 2793.5 0 0 372.468 3471.1
2200 7443.97 2960.83 0 0 409.082 4074.06
2300 7095.5 2805.6 0 0 398.306 3891.59
2400 11244.6 3685.15 0 1820.63 440.092 5298.7
2500 7343.4 2962.89 0 0 403.388 3977.13
2600 6684.91 2938.28 0 0 366.665 3379.97
2700 8597.97 315.789 0 0 564.405 7717.77
2800 6939.22 2897.43 0 0 384.115 3657.68
2900 5978.1 2617.09 0 0 342.818 3018.19
3000 5978.1 2617.09 0 0 342.818 3018.19
3100 5978.1 2617.09 0 0 342.818 3018.19
3200 8048.38 5392.02 1584.57 0 158.575 913.212
3300 7076.11 2916.11 0 0 390.928 3769.07
3400 6730.87 2946.61 0 0 368.926 3415.33
3500 7367.74 2627.17 0 0 423.088 4317.48
3600 6985.74 2596.62 0 0 403.868 3985.25
3700 8608.1 205.385 0 0 577.971 7824.74
3800 8424.15 432.288 0 0 531.383 7460.48
3900 11116.9 3056.92 0 0 539.174 7520.79
4000 11090.7 3110.62 0 0 530.036 7450.08
4100 8814.16 403.193 0 0 578.897 7832.07
4200 8600 -3.18323e-12 0 0 600 8000
4300 6800.6 2949.05 0 0 372.942 3478.61
4400 8548.89 430.038 0 0 545.888 7572.96
4500 7400.51 2957 0 0 406.891 4036.62
4600 7629.15 2708.77 0 0 432.651 4487.72
4700 8724.65 2869.8 0 0 479.79 5375.06
4800 7724.86 2664.05 0 0 440.001 4620.81
