0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 8600 2.27374e-13 0 0 600 8000
200 8370.24 2714.48 0 0 470.077 5185.69
300 10022.7 5876.98 1987.11 0 258.261 1900.4
400 8491 228.306 0 0 562.204 7700.49
500 6798.46 2844.47 0 0 378.991 3574.99
600 7501.83 2958.02 0 0 412.417 4131.39
700 8345.4 190.688 0 0 549.967 7604.74
800 7662.19 2903.02 0 0 424.086 4335.09
900 8797.83 5875.11 1893.89 0 153.815 875.02
1000 8600 3.18323e-12 0 0 600 8000
1100 6034.39 2922.1 0 0 326.721 2785.57
1200 8514.6 333.789 0 0 552.931 7627.88
1300 9156.18 1475.2 0 0 495.459 7185.53
1400 6701.91 3301.66 0 0 345.303 3054.94
1500 8034.07 73.4719 0 0 527.797 7432.8
1600 8034.07 73.4719 0 0 527.797 7432.8
1700 9152.16 1731.27 301.699 0 428.966 6690.23
1800 12860.4 6166.13 1838.53 0 389.173 4466.55
1900 7577.57 2892.01 0 0 420.127 4265.43
2000 6093.66 2903.87 0 0 331.802 2857.99
2100 8600 6.36646e-12 0 0 600 8000
2200 7842.87 2664.91 0 0 446.055 4731.9
2300 9936.61 6410.7 1958.55 0 208.129 1359.23
2400 5791.8 2628.96 0 0 330.042 2832.79
2500 6593.84 2888.42 0 0 364.175 3341.24
2600 6593.84 2888.42 0 0 364.175 3341.24
2700 11101.5 3132.81 0 0 528.721 7439.93
2800 6519.69 687.924 0 0 478.672 5353.1
2900 8600 6.36646e-12 0 0 600 8000
3000 6768.01 2907.27 0 0 373.488 3487.25
3100 8647.64 1188.17 0 0 469.489 6989.98
3200 8466.92 95.641 0 0 574.442 7796.84
3300 6603.77 2747.35 0 0 373.232 3483.19
3400 7472.73 3593.91 0 0 374.56 3504.25
3500 8556.03 3287.39 0 1820.63 324.154 3123.86
3600 7039.15 2944.63 0 0 387.166 3707.35
3700 8131.26 112.692 0 0 534.441 7484.13
3800 8427.34 513.038 0 0 522.476 7391.83
3900 8304.52 79.2073 0 0 557.976 7667.34
4000 7418.78 2957.9 0 0 381.383 4079.49
4100 8216.64 643.44 0 0 482.862 7090.34
4200 8216.64 643.44 0 0 482.862 7090.34
4300 9587.6 810.701 1264.88 0 475.679 7036.34
4400 7592.36 2957.35 0 0 417.391 4217.62
4500 11084.1 5549.39 0 0 430.885 5103.85
4600 8807.55 2689.64 0 0 492.377 5625.53
4700 7458.96 2927.28 0 0 411.752 4119.93
4800 11265 2898.77 0 0 573.879 7792.4
4900 8326.08 282.885 0 0 537.258 7505.94
5000 11450.7 3505.9 0 0 525.986 7418.84
5100 7474.25 2943.63 0 0 411.694 4118.92
5200 8575.07 5139.04 0 0 347.558 3088.47
5300 8593.14 2933.74 0 0 445.018 5214.38
5400 8327.39 3838.02 0 0 409.426 4079.95
5500 10819.1 2908.77 0 0 522.022 7388.34
5600 7736.84 464.278 0 0 447.327 6825.23
5700 11106.6 4224.26 298.24 0 363.593 6220.52
5800 7736.84 464.278 0 0 447.327 6825.23
5900 10073.3 2806.46 0 0 446.639 6820.15
6000 9293.98 2066.7 0 0 441.922 6785.36
6100 8975.76 293.563 1826.38 0 397.048 6458.76
6200 7823.72 325.143 0 0 474.097 7024.48
6300 7540.13 513.907 0 0 417.756 6608.47
6400 8037.19 645.789 0 0 461.445 6929.95
6500 10556.9 3064.49 0 0 473.37 7019.03
6600 8437.5 349.838 0 0 542.335 7545.33
6700 10553.5 2884.81 0 0 494.023 7174.64
6800 7794.54 2949.25 0 0 428.679 4416.61
6900 7565.41 2814.79 0 0 423.627 4326.99
7000 7565.41 2814.79 0 0 423.627 4326.99
7100 9844.37 4372.68 0 1820.63 326.334 3324.73
