0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 8595.35 5660.15 1903.9 0 154.091 877.21
200 9674.87 1494.56 0 0 552.875 7627.44
300 11485.6 5834.01 0 1820.63 358.646 3472.34
400 7546.24 2884.39 0 0 418.846 4243
500 12245.4 6972.09 522.666 1820.63 281.437 2648.56
600 6488.93 3349.81 0 0 328.487 2810.63
700 8600 9.09495e-13 0 0 600 8000
800 7673.32 2942.98 0 0 422.539 4307.8
900 8349.89 21.1381 0 0 569.656 7759.09
1000 7785.39 1599.8 0 0 495.572 5690.02
1100 8600 1.81899e-12 0 0 600 8000
1200 8580.64 4483.39 0 0 387.323 3709.92
1300 10196.4 2614.98 0 0 483.824 7097.59
1400 10818.4 2410.74 0 0 578.53 7829.16
1500 8600 4.54747e-13 0 0 600 8000
1600 7840.75 2658.63 0 0 446.269 4735.85
1700 8062.45 2963.84 0 0 441.961 4656.64
1800 6936.76 2922.72 0 0 382.501 3631.54
1900 6530.06 2804.05 0 0 365.421 3360.59
2000 8631.27 310.113 0 0 568.801 7752.35
2100 8576.49 2193.07 0 0 504.813 5878.6
2200 7462.95 2937.68 0 0 411.4 4113.87
2300 11319.3 1480.84 1855.92 0 530.319 7452.26
2400 8220.42 2176.82 0 0 472.681 5570.91
2500 8755.82 1239.47 0 1820.63 451.291 5244.43
2600 10408.9 4728.75 0 1820.63 350.261 3509.25
2700 6826.26 2731.49 0 0 387.181 3707.59
2800 8012.4 2953.53 0 0 439.9 4618.97
2900 11138.6 2786.62 0 0 572.273 7779.72
3000 9779.13 4636.21 0 0 444.251 4698.67
3100 11574.7 3861.58 0 0 499.202 7213.94
3200 6360.2 2715.97 0 0 360.454 3283.78
3300 9631.73 1209.52 0 0 580.159 7842.06
3400 8401.1 403.556 0 0 532.034 7465.51
3500 8482.58 2829.32 0 0 469.954 5183.3
3600 8805.53 2526.9 0 0 499.936 5778.69
3700 8315.66 2943.16 0 0 455.962 4916.54
3800 10752 5814.38 1846.18 0 325.341 2766.06
3900 7856.67 2927.83 0 0 433.096 4495.74
4000 7588.68 1454.36 0 0 493.153 5641.17
4100 7297.07 2930.08 0 0 402.633 3964.35
4200 7297.07 2930.08 0 0 402.633 3964.35
4300 8972.94 2934.13 0 0 488.62 5550.19
4400 7573.02 2828.4 0 0 423.306 4321.31
4500 7683.53 3811.68 0 0 356.778 3515.07
4600 7905.55 4137.32 0 0 340.251 3427.98
4700 8043.67 4948.86 0 0 325.567 2769.25
4800 9885.85 5811.22 203.39 0 374.111 3497.13
4900 9374.52 5585.68 1996.66 0 228.109 1564.07
5000 10028.7 1917.37 0 0 545.036 7566.33
5100 8600 -1.36424e-12 0 0 600 8000
5200 6471.17 2882.43 0 0 357.053 3231.68
5300 7479.27 2958.2 0 0 411.17 4109.9
5400 8207.14 1910.13 0 0 500.794 5796.21
5500 7264.53 2832.66 0 0 406.246 4025.63
5600 8299.76 91.7252 0 0 556.019 7652.02
5700 7489.49 2936.47 0 0 412.922 4140.1
5800 7066.33 2958.65 0 0 387.924 3719.75
5900 10797 3021.51 0 0 506.442 7269.04
6000 8792.78 2844.83 1138.45 1820.63 302.625 2686.25
6100 5759.43 2625.38 0 0 328.153 2805.89
6200 6188.08 2807.59 0 0 344.054 3036.44
6300 8506 2821.79 0 0 471.475 5212.74
6400 6667.6 2614.09 0 0 384.795 3668.72
6500 8711.14 529.553 0 0 553.019 7628.57
6600 8600 1.36424e-12 0 0 600 8000
6700 6440.07 2818.59 0 0 359.062 3262.41
6800 8503.57 2918.13 0 0 466.606 5118.83
6900 10807.8 2453.63 0 0 572.516 7781.64
7000 8052.51 2894.79 0 0 445.014 4712.7
7100 8052.51 2894.79 0 0 445.014 4712.7
7200 7057.43 3805.67 0 0 335.821 2915.94
7300 10438 2546.87 0 0 519.806 7371.31
7400 8646.56 357.318 0 0 565.203 7724.04
7500 8552.7 2958.6 0 0 467.034 5127.06
7600 8492.86 2930.82 0 0 465.446 5096.59
7700 8403.37 2523.65 0 0 458.661 5421.06
7800 8736.16 578.183 0 0 550.339 7607.64
7900 8260.87 2875.62 0 0 439.044 4946.21
8000 13168.5 5430.77 0 0 502.059 7235.66
8100 8250.5 281.878 0 0 528.718 7439.91
8200 12169.8 4073.88 0 0 543.273 7552.62
8300 9626.82 2743.44 0 0 527.557 6355.82
8400 12141.7 5077.31 0 1820.63 428.605 4815.19
8500 8216.55 2962.55 0 0 449.949 4804.05
8600 6684.47 2890.28 0 0 369.521 3424.67
8700 8060.99 79.0368 0 0 530.246 7451.7
8800 8088.26 2938.37 0 0 444.611 4705.28
8900 9267.89 2816.26 0 0 507.967 5943.66
9000 7361.44 2962.81 0 0 404.397 3994.22
9100 6872.21 2977.06 0 0 375.526 3519.62
9200 7861.36 2854.93 0 0 437.166 4569.26
9300 6912.81 2911.32 0 0 381.77 3619.72
9400 10427.6 5504.78 0 0 432.781 4490.06
9500 11276.2 2858.62 0 0 579.639 7837.95
9600 11298.3 3560.52 1021.43 1820.63 388.026 4507.67
9700 12069.2 4018.52 0 0 538.111 7512.55
9800 10526.6 1156.64 1485.54 0 519.03 7365.35
9900 7589.75 2646.49 0 0 433.856 4509.4
10000 7459.86 1334.51 0 0 492.729 5632.62
10100 9456.16 1513.65 0 0 525.719 7416.79
10200 7141.55 2854.58 0 0 398.141 3888.82
10300 6748.54 2729.61 0 0 382.786 3636.14
10400 8653.07 2926.65 0 0 473.543 5252.88
10500 8343.37 484.751 0 0 516.059 7342.56
10600 6789.66 2875.79 0 0 349.316 3564.55
10700 13100.2 5684.66 329.909 0 424.926 6660.71
10800 11624.8 3784.28 267.635 0 482.822 7090.03
10900 10707.1 2939.05 0 0 505.584 7262.5
11000 8600 -3.18323e-12 0 0 600 8000
11100 8600 -3.41061e-12 0 0 600 8000
11200 8071.27 2827.4 0 0 449.432 4794.43
11300 8600 -3.18323e-12 0 0 600 8000
11400 8290.17 2092.41 0 0 496.144 5701.61
11500 10466.1 5900.34 1996.21 0 289.261 2280.32
11600 6665.56 2665.02 0 0 381.715 3618.83
11700 8770.41 2926.49 0 0 479.26 5364.66
11800 8168.63 3854.02 0 0 399.697 3914.91
11900 6873.58 2958.64 0 0 376.695 3538.25
