0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 6707.19 2826.44 0 0 374.675 3506.08
200 8436.54 363.107 0 0 540.712 7532.72
300 8035.14 2905.56 0 0 443.563 4686.01
400 6570.43 2865.26 0 0 364.16 3341.01
500 7767.85 2959.51 0 0 426.713 4381.63
600 7433.06 4307.97 0 0 327.564 2797.52
700 6355.07 2820.14 0 0 353.73 3181.21
800 9134.77 2951.98 0 0 495.44 5687.36
900 7407.35 2624.27 0 0 425.365 4357.71
1000 6064.43 2965.97 0 0 325.808 2772.65
1100 9691.73 3738.34 1214.93 1820.63 293.813 2624.01
1200 8225.28 2912.28 0 0 452.951 4860.05
1300 7706.32 2930.89 0 0 424.956 4350.48
1400 7496.44 3384.59 0 0 376.56 3735.29
1500 7717.91 1621.08 0 0 491.378 5605.45
1600 6351.92 2943.33 0 0 345.83 3062.76
1700 6351.92 2943.33 0 0 345.83 3062.76
1800 8600 9.09495e-13 0 0 600 8000
1900 7910.47 2861.53 0 0 439.383 4609.56
2000 8314.8 2809.09 0 0 462.644 5043.06
2100 7109.34 2872.99 0 0 395.278 3841.06
2200 6291.53 2886.72 0 0 345.591 3059.21
2300 10976 3171.61 0 0 509.789 7294.59
2400 7431.11 2592.62 0 0 428.318 4410.17
2500 7995.97 2636.21 0 0 455.319 4904.45
2600 8627.12 163.161 0 0 584.833 7879.13
2700 12420.5 4317.17 0 0 544.124 7559.24
2800 8627.12 163.161 0 0 584.833 7879.13
2900 11820.1 3285.01 0 1820.63 501.192 6213.32
3000 7726.05 2965.84 0 0 424.142 4336.08
3100 7726.05 2965.84 0 0 424.142 4336.08
3200 7726.05 2965.84 0 0 424.142 4336.08
3300 6046.95 2924.54 0 0 327.388 2795.02
3400 6136.46 2887.81 0 0 335.62 2913.03
3500 8353.02 2912.74 0 0 459.372 4980.91
3600 8646.66 503.017 0 0 548.709 7594.93
3700 8153.16 2883.34 0 0 450.756 4819.06
3800 9156.65 2933.16 0 1820.63 384.823 4018.04
3900 11748.3 6264.21 0 0 422.996 5061.13
4000 6313.13 2961.54 0 0 342.219 3009.37
4100 8364.69 2819.3 0 0 464.619 5080.77
4200 9854.35 1760.42 0 0 543.049 7550.88
4300 11784.8 3670.56 1999.85 1820.63 377.546 3916.22
4400 8600 5.91172e-12 0 0 600 8000
4500 6497.6 2952.39 0 0 354.367 3190.84
4600 7574.39 2844.8 0 0 422.499 4307.09
4700 7574.39 2844.8 0 0 422.499 4307.09
4800 7574.39 2844.8 0 0 422.499 4307.09
4900 8730.48 497.688 0 0 558.822 7673.97
5000 6489.95 2906.43 0 0 356.731 3226.79
5100 7201.48 2821.45 0 0 403.361 3976.67
5200 9181.49 1219.45 0 0 527.963 7434.08
5300 7018.61 986.461 0 0 488.303 5543.85
5400 7018.61 986.461 0 0 488.303 5543.85
5500 13366.6 4049.21 1978.01 0 455.274 6884.08
5600 14143.7 6259.51 511.011 0 459.282 6913.86
5700 8398.73 2937.81 0 0 460.407 5000.51
5800 7661.85 2750.66 0 0 432.167 4479.02
5900 7675.79 5500.31 0 0 259.584 1915.91
6000 6755.95 2965.75 0 0 369.282 3420.92
6100 6755.95 2965.75 0 0 369.282 3420.92
6200 10782.4 2678.36 0 0 544.205 7559.86
6300 11644.4 1875.54 1685.25 0 541.875 7541.76
6400 8723.39 474.106 0 0 560.689 7688.6
6500 6653.22 2624.91 0 0 383.332 3644.97
6600 6653.22 2624.91 0 0 383.332 3644.97
6700 8470.95 2057.91 0 0 506.185 5906.86
6800 11983.9 3185.27 1545.13 1820.63 442.147 4990.67
6900 8694.39 541.718 0 0 549.736 7602.94
7000 9495.85 5856.36 636.162 0 319.472 2683.86
7100 7208.74 2951.24 0 0 396.476 3861.02
7200 7035.25 2879.52 0 0 390.684 3765.05
7300 5982.26 2793.1 0 0 331.761 2857.4
7400 5982.26 2793.1 0 0 331.761 2857.4
7500 8817.12 5656.61 1994.27 0 168.741 997.498
7600 8222.3 2958.03 0 0 450.473 4813.8
7700 10323.8 5243.46 0 0 424.758 4655.54
7800 8179.34 134.598 0 0 537.434 7507.3
7900 8128.75 563.66 0 0 481.911 7083.17
8000 6468.62 2793.25 0 0 362.352 3313.02
8100 10376.1 5243.81 0 0 427.271 4705.03
8200 8147.38 2828.28 0 0 453.26 4865.83
8300 8600 2.27374e-12 0 0 600 8000
8400 7331.55 2799.76 0 0 397.884 4133.9
8500 6389.26 2619.13 0 0 368.078 3402.05
8600 5966.74 2840.85 0 0 327.617 2798.28
8700 8301.04 812.301 0 0 472.939 7015.8
8800 8353.5 51.4409 0 0 566.648 7735.41
8900 11730.7 4441.66 0 0 449.284 6839.7
9000 7460.59 2930.68 0 0 411.655 4118.25
9100 13832.4 5799.14 0 0 536.123 7497.14
9200 8584.43 5906.44 1993.88 0 111.666 572.443
9300 6612.86 2924.96 0 0 363.113 3324.79
9400 9257.44 4104.27 0 1820.63 304.274 3028.26
9500 6691.7 2910.25 0 0 368.758 3412.7
9600 10725 2317.79 0 0 578.48 7828.76
9700 8600 2.95586e-12 0 0 600 8000
9800 7470 2956.29 0 0 410.766 4102.95
9900 8110.57 2912.64 0 0 447.081 4750.85
10000 8386.22 241.308 0 0 548.853 7596.05
10100 6305.87 2945.56 0 0 342.773 3017.53
10200 6947.41 2946.9 0 0 381.713 3618.8
10300 7057.4 2799.33 0 0 396.508 3861.56
10400 7876.39 1739.31 0 0 493.284 5643.8
10500 6548.03 2910.01 0 0 360.074 3277.94
10600 8569.1 2635.97 0 0 483.564 5449.56
10700 7071.02 2801.11 0 0 397.177 3872.73
10800 7778.77 1738.62 0 0 488.684 5551.47
10900 7777.29 1939.98 0 0 462.033 5375.27
11000 8354.52 2889.7 0 0 410.387 5054.43
11100 7519.65 2814.3 0 0 421.195 4284.16
11200 6542.18 2620.31 0 0 377.103 3544.76
11300 6179.96 2941.01 0 0 334.994 2903.96
11400 9090.66 658.615 0 0 581.26 7850.78
11500 8454.59 72.4677 0 0 575.66 7806.46
11600 8600 -1.47793e-12 0 0 600 8000
11700 7234.26 2879.62 0 0 401.942 3952.7
11800 7661.24 2791.2 0 0 429.992 4440.05
11900 7759.21 2948.9 0 0 426.818 4383.49
12000 8181.5 2942 0 0 449.208 4790.29
12100 8739.04 354.621 0 0 575.918 7808.5
12200 6787.5 2934.17 0 0 373.048 3480.28
12300 6363.74 2840.9 0 0 352.98 3169.85
12400 7904.54 2835.68 0 0 440.418 4628.43
12500 7645.42 1434.57 0 0 496.76 5714.09
12600 7645.42 1434.57 0 0 496.76 5714.09
12700 10699.1 4790.45 0 0 457.425 5451.23
12800 6633.43 2606.59 0 0 383.247 3643.59
12900 8600 -9.09495e-13 0 0 600 8000
13000 8052.49 2956.01 0 0 441.851 4654.63
13100 11169.1 2907.8 0 0 562.048 7699.26
13200 8239.29 2889.01 0 0 454.84 4895.44
13300 6338.78 2920.22 0 0 346.459 3072.1
13400 8128.19 2340.89 0 0 466.622 5320.68
13500 7303.57 2853.54 0 0 407.252 4042.78
13600 7303.57 2853.54 0 0 407.252 4042.78
13700 8600 -3.18323e-12 0 0 600 8000
13800 8737.73 3382.15 0 1820.63 336.357 3198.59
13900 9929.01 5689.34 1761.11 0 282.614 2195.94
14000 12430.2 3704.19 1256.36 0 470.691 6998.97
14100 11967.3 5817.95 1836.51 0 399.597 3913.24
14200 8600 -3.63798e-12 0 0 600 8000
14300 8486.9 217.829 0 0 562.925 7706.15
14400 12656.6 4604.14 0 0 538.311 7514.1
14500 7033.88 1047.38 0 0 486.123 5500.38
14600 8488.16 2813.8 0 0 470.991 5203.37
14700 6651.33 2762.7 0 0 375.141 3513.49
14800 7260.43 2949.98 0 0 399.463 3910.99
14900 7054.83 2857.27 0 0 393.072 3804.48
15000 8600 -2.72848e-12 0 0 600 8000
