0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 7903.5 2895.34 0 0 437.257 4570.9
200 10116.5 2464.2 0 0 492.114 7160.19
300 8531.76 2945.32 0 0 466.656 5119.79
400 7021.9 2842.22 0 0 392.053 3787.63
500 7021.9 2842.22 0 0 392.053 3787.63
600 9145.45 5489.09 0 0 361.194 3295.16
700 8786.14 3063.55 1961.42 0 367.54 3393.64
800 5903.62 167.65 0 0 474.01 5261.96
900 5651.83 3043.98 0 0 292.021 2315.83
1000 5651.83 3043.98 0 0 292.021 2315.83
1100 5651.83 3043.98 0 0 292.021 2315.83
1200 5706.9 3116.07 0 0 290.796 2300.03
1300 5706.9 3116.07 0 0 290.796 2300.03
1400 5706.9 3116.07 0 0 290.796 2300.03
1500 5801.06 3086.29 0 0 299.632 2415.14
1600 10492.1 2686.74 0 0 509.906 7295.49
1700 10382.7 3183.55 0 1820.63 438.279 4940.2
1800 8483.52 92.8656 0 0 576.618 7814.03
1900 6418.38 2894.17 0 0 353.065 3171.14
2000 8600 3.63798e-12 0 0 600 8000
2100 8600 3.18323e-12 0 0 600 8000
2200 10937.9 3268.09 857.968 1820.63 409.726 4581.46
2300 6649.21 2960.47 0 0 363.164 3325.58
2400 7476.5 2931.92 0 0 412.46 4132.12
2500 8163.09 2903.41 0 0 450.239 4809.44
2600 10033.2 3289.3 608.35 1820.63 364.116 3950.77
2700 8519.94 350.713 0 0 551.617 7617.61
2800 8685.28 2601.04 0 0 490.781 5593.46
2900 8582.92 311.632 0 0 563.176 7708.12
3000 7244.21 2671.97 0 0 413.973 4158.27
3100 7543.99 2911.1 0 0 417.276 4215.62
3200 6599.59 2918.12 0 0 362.722 3318.74
3300 8916.92 581.762 0 0 570.378 7764.78
3400 9034.07 5683.89 1921.08 0 195.158 1233.94
3500 8609.28 2840.05 0 1820.63 352.103 3596.49
3600 8740.42 625.805 0 0 545.406 7569.21
3700 10869.7 2501.12 0 0 574.143 7794.48
3800 9930.2 5319.56 0 0 404.989 4205.65
3900 7909.45 2926.35 0 0 435.946 4547.15
4000 7523.04 3273.6 0 0 369.597 3879.85
4100 8606 380.557 0 0 557.99 7667.45
4200 5851.23 2812.53 0 0 321.839 2716.86
4300 7577.5 2939.65 0 0 417.546 4220.31
4400 8148.19 3552.86 0 0 415.234 4180.1
4500 10930.4 2947.66 0 0 530.334 7452.38
4600 10558.1 3966.31 1114.81 1820.63 346.799 3309.56
4700 6388.29 2947.71 0 0 347.843 3092.73
4800 7510.35 2900.82 0 0 416.007 4193.53
4900 8631.13 347.725 0 0 564.543 7718.86
5000 6562.84 2924.07 0 0 360.12 3278.65
5100 9722.87 3053.4 0 1820.63 405.883 4442.96
5200 8239.24 2924.33 0 0 453.048 4861.86
5300 8225.18 3062.12 0 0 431.941 4731.12
5400 6205.56 2910.57 0 0 338.603 2956.39
5500 8429.25 2950.45 0 0 461.301 5017.49
5600 6279.26 2893.32 0 0 344.399 3041.55
5700 10812.4 3407.49 1873.26 0 412.946 5118.74
5800 11031.4 6234.41 0 0 415.01 4381.96
5900 6662.94 2868.52 0 0 369.534 3424.88
6000 8074.07 2899.2 0 0 445.896 4728.97
6100 6877.47 2921.57 0 0 379.103 3576.8
6200 7134.76 2822.55 0 0 399.562 3912.65
6300 7448.89 2944.76 0 0 410.238 4093.89
6400 16279.7 7396.28 1369.35 0 475.917 7038.13
6500 6772.17 2899.53 0 0 374.194 3498.44
6600 6115.98 2884.83 0 0 334.489 2896.66
6700 6620.82 3513.87 0 0 326.369 2780.58
6800 8345.46 2927.29 0 0 458.262 4959.9
6900 8177.86 2691.76 0 0 461.666 5024.43
7000 9619.43 1579.49 0 0 536.886 7503.05
7100 16124.8 5711.29 3068.56 0 455.944 6889.05
7200 10980.9 1591.15 1999.97 0 461.255 6928.54
7300 6601.55 2820.08 0 0 368.759 3412.72
7400 10588.8 4704.33 0 0 463.789 5420.66
7500 7087.91 2944.97 0 0 389.951 3753
7600 7445.88 2785.96 0 0 418.741 4241.18
7700 8607.69 2112.39 0 0 509.977 5985.32
7800 6409.79 2948.95 0 0 349.114 3111.73
7900 8582.12 565.196 0 0 534.253 7482.67
8000 6053.19 2948.26 0 0 326.235 2778.7
8100 6053.19 2948.26 0 0 326.235 2778.7
8200 8368.83 2929.45 0 0 459.328 4980.06
8300 11061.6 4576.47 0 1820.63 391.497 4273.03
8400 6427.04 2884.52 0 0 354.2 3188.32
8500 8698.63 2578.66 0 0 492.475 5627.5
8600 9589.95 5708.44 0 0 374.719 3506.79
8700 7731.24 2818.77 0 0 432.234 4480.23
8800 7139.46 2933.31 0 0 393.562 3812.58
8900 6532.45 2832.59 0 0 363.839 3336.03
9000 7272.03 2926.72 0 0 401.42 3943.89
9100 8194.01 2884.82 0 0 452.758 4856.43
9200 7981.02 2788.03 0 0 446.827 4746.17
9300 8264.62 2886.7 0 0 456.236 4921.69
9400 8600 2.72848e-12 0 0 600 8000
9500 6937.08 3747.36 0 0 331.798 2857.93
9600 8338.25 2233.53 0 0 468.276 5636.44
9700 8751.48 617.804 0 0 547.576 7586.1
9800 9016.01 608.903 0 0 578.464 7828.64
9900 6061.13 2890.82 0 0 330.531 2839.78
10000 7743.86 3547.34 0 0 393.014 3803.51
10100 10920.5 2840.27 0 1820.63 472.444 5787.15
10200 6711.77 2955.12 0 0 367.268 3389.38
10300 6711.77 2955.12 0 0 367.268 3389.38
10400 10432.8 2510.1 0 0 523.446 7399.29
10500 7884.45 1847.28 0 0 468.926 5568.24
10600 9421.62 2011.82 0 0 463.623 6946.18
10700 9347.84 3718.06 0 1820.63 348.921 3460.23
10800 6825.57 2721.96 0 0 387.69 3715.91
10900 8399.91 419.255 0 0 530.098 7450.56
11000 8759.51 2426.83 0 0 502.457 5830.23
11100 7076.55 2639.81 0 0 406.516 4030.23
11200 7126.39 3509.99 0 0 358.751 3257.65
11300 7126.39 3509.99 0 0 358.751 3257.65
