0 10000 eBorder  ePair  eHDiff eLCR  eFAR
0 10000 0 0 0 5000 5000
100 7325.74 2919.86 0 0 404.802 4001.08
200 10224 7235.23 0 0 318.494 2670.28
300 7809.89 2947.29 0 0 429.597 4433
400 5905.9 2773.4 0 0 328.052 2804.45
500 6637.53 2861.58 0 0 368.427 3407.52
600 10012.2 3398.54 0 0 502.585 6111.1
700 8600 -9.09495e-13 0 0 600 8000
800 8477.26 227.117 0 0 560.785 7689.36
900 13078.3 4353.12 1847.22 1820.63 388.217 4669.13
1000 8611.7 2960.44 0 0 469.855 5181.41
1100 9636.25 5821.12 1970.29 0 232.613 1612.23
1200 8600 -2.72848e-12 0 0 600 8000
1300 10346.8 5619.25 1520.63 0 332.915 2873.99
1400 8440.45 20.7122 0 0 579.881 7839.86
1500 8399.98 450.826 0 0 526.483 7422.67
1600 8418.38 39.6802 0 0 575.275 7803.42
1700 8441.12 2623.87 0 0 477.968 5339.28
1800 9520.05 1747.36 0 0 506.118 7266.57
1900 9204.55 3721.66 0 0 433.191 5049.7
2000 8600 -5.91172e-12 0 0 600 8000
2100 7688.03 2922.81 0 0 424.409 4340.8
2200 8126.84 4659.16 0 0 329.076 3138.61
2300 6785.93 2892.48 0 0 375.426 3518.02
2400 9972.1 3816.86 0 1820.63 372.607 3962.01
2500 8227.4 4689.09 0 0 353.939 3184.36
2600 8512.79 514.582 0 0 532.11 7466.1
2700 6285.49 2950.75 0 0 341.145 2993.59
2800 7585.88 3718.32 0 0 373.893 3493.67
2900 7060.64 2901.96 0 0 390.852 3767.82
3000 7478.43 2857.2 0 0 416.643 4204.59
3100 8180.64 2868.28 0 0 452.919 4859.44
3200 8284.59 2859.47 0 0 458.612 4966.51
3300 8239.73 2884.92 0 0 455.069 4899.74
3400 9729.31 5057.99 0 0 419.358 4251.96
3500 7975.81 2937.23 0 0 438.844 4599.74
3600 8671.51 2891.33 0 0 476.166 5304.02
3700 8501.9 2842.96 0 0 470.233 5188.71
3800 6640.47 2715.31 0 0 377.297 3547.87
3900 7017.57 2952.01 0 0 385.492 3680.06
4000 6172.48 2953.68 0 0 333.689 2885.12
4100 6172.48 2953.68 0 0 333.689 2885.12
4200 6538.79 2909.37 0 0 359.549 3269.88
4300 8786.81 6497.19 0 0 268.428 2021.19
4400 8221.86 2958.03 0 0 450.45 4813.38
4500 6129.66 2953.28 0 0 330.927 2845.46
4600 10295.8 567.704 1822.73 0 521.449 7383.93
4700 8600 -8.6402e-12 0 0 600 8000
4800 8755.4 3697.11 0 0 439.869 4618.42
4900 8543.43 2780.13 0 0 475.344 5287.96
5000 7517.88 2917.33 0 0 415.518 4185.03
5100 10335.7 2827.29 0 0 475.249 7033.12
5200 6782.83 2956.43 0 0 371.445 3454.95
5300 7738.91 2682.06 0 0 439.795 4617.06
5400 6876.5 3846 0 0 321.292 2709.21
5500 9120.39 4419.32 0 1820.63 294.504 2585.93
5600 8770.46 2944.97 0 0 478.368 5347.13
5700 9590.3 1339.97 0 0 560.806 7689.52
5800 7113.8 3188.53 0 0 355.268 3570.01
5900 7117.67 2967.13 0 0 390.386 3760.15
6000 6948.89 3922.89 0 0 320.991 2705.01
6100 9418.7 1076.31 0 0 571.193 7771.2
6200 6752.37 873.037 0 0 480.973 5398.36
6300 8696.72 392.647 0 0 566.876 7737.2
6400 11864.2 3751.47 0 0 545.194 7567.56
6500 9768.92 2378.59 0 0 461.319 6929.02
6600 13069.9 3060.94 1766.44 0 559.92 7682.57
6700 10522.3 2463.41 0 0 539.05 7519.83
6800 7868.79 3389.43 0 0 408.873 4070.49
6900 7197.25 2912.09 0 0 383.798 3901.36
7000 13955.6 6284.84 0 0 494.269 7176.51
7100 6785.2 2893.74 0 0 375.308 3516.15
7200 8772.38 499.811 0 0 563.32 7709.25
7300 6091.5 2939.7 0 0 329.319 2822.49
7400 7700.55 2905.22 0 0 426.019 4369.31
7500 10966.8 5908.91 0 0 422.486 4635.43
7600 10387.4 5698.24 1982.5 0 299.06 2407.61
7700 8545.97 2627.03 0 0 482.882 5436.06
7800 8524.44 560.165 0 0 528.219 7436.06
7900 8303 532.832 0 0 505.826 7264.35
8000 8478.07 355.731 0 0 546.286 7576.06
8100 7483.75 2826.84 0 0 418.579 4238.33
8200 5975.53 3128.24 0 0 308.864 2538.43
8300 8722.44 2039.33 1313.38 0 425.053 4944.68
8400 6517.75 1158.07 0 0 423.674 4936.01
8500 5681.91 455.365 0 0 405.304 4821.24
8600 5681.91 455.365 0 0 405.304 4821.24
8700 5681.91 455.365 0 0 405.304 4821.24
8800 5904.03 175.28 0 0 473.657 5255.1
8900 7799.69 2619.27 0 0 446.182 4734.25
9000 7651.46 4575.12 0 0 324.343 2751.99
